"","plot.UID","genotype.id","year_site.harvest_year","date","index_name","mean_value","median_value","plot_size_px","plot_size_ratio"
"1","RGB0001",43,2018,"2018-03-22T00:00:00","GLI",-0.0028128014426334,-0.0047846888191998,267687,0.802659670164918
"2","RGB0002",57,2018,"2018-03-22T00:00:00","GLI",-0.0025088614851585,-0.0044444445520639,267687,0.802659670164918
"3","RGB0003",152,2018,"2018-03-22T00:00:00","GLI",-0.0002665716507271,-0.0040816324763,267687,0.802659670164918
"4","RGB0004",353,2018,"2018-03-22T00:00:00","GLI",-0.0084813031442505,-0.0103092780336737,267687,0.802659670164918
"5","RGB0005",296,2018,"2018-03-22T00:00:00","GLI",0.0021509011179963,-4.16333634234434e-17,267687,0.802659670164918
"6","RGB0006",233,2018,"2018-03-22T00:00:00","GLI",-0.0045577400092079,-0.006993006914854,267687,0.802659670164918
"7","RGB0007",240,2018,"2018-03-22T00:00:00","GLI",0.0016947933248631,-0.0034129691775888,267687,0.802659670164918
"8","RGB0008",335,2018,"2018-03-22T00:00:00","GLI",0.0045038604488327,0,267687,0.802659670164918
"9","RGB0009",424,2018,"2018-03-22T00:00:00","GLI",-0.0029563271792578,-0.0048309178091585,267687,0.802659670164918
"10","RGB0010",331,2018,"2018-03-22T00:00:00","GLI",-0.0079260745184578,-0.009345794096589,267687,0.802659670164918
"11","RGB0011",200,2018,"2018-03-22T00:00:00","GLI",0.0019547138797511,-4.16333634234434e-17,267687,0.802659670164918
"12","RGB0012",352,2018,"2018-03-22T00:00:00","GLI",-0.0125289852040453,-0.0138888889923691,267687,0.802659670164918
"13","RGB0013",68,2018,"2018-03-22T00:00:00","GLI",0.0063102640816608,0.003436426166445,267687,0.802659670164918
"14","RGB0014",153,2018,"2018-03-22T00:00:00","GLI",-0.0033654370590872,-0.004524887073785,267687,0.802659670164918
"15","RGB0015",1,2018,"2018-03-22T00:00:00","GLI",0.013060748622993,0.0078740157186985,267687,0.802659670164918
"16","RGB0016",363,2018,"2018-03-22T00:00:00","GLI",0.00979861787975,0.0036900369450449,267687,0.802659670164918
"17","RGB0017",185,2018,"2018-03-22T00:00:00","GLI",-0.0038325422916955,-0.0072992700152099,267687,0.802659670164918
"18","RGB0018",276,2018,"2018-03-22T00:00:00","GLI",0.0118940896627698,0.0044843051582574,267687,0.802659670164918
"19","RGB0019",159,2018,"2018-03-22T00:00:00","GLI",0.005979550338183,0.0029154520016163,267687,0.802659670164918
"20","RGB0020",29,2018,"2018-03-22T00:00:00","GLI",-0.0091338807350164,-0.0110701108351349,267687,0.802659670164918
"21","RGB0021",51,2018,"2018-03-22T00:00:00","GLI",-0.0057564941795181,-0.0078740157186985,267687,0.802659670164918
"22","RGB0022",142,2018,"2018-03-22T00:00:00","GLI",-0.0101804614433239,-0.0117647061124444,267687,0.802659670164918
"23","RGB0023",339,2018,"2018-03-22T00:00:00","GLI",-0.0140923030966561,-0.0149253727868199,267687,0.802659670164918
"24","RGB0024",115,2018,"2018-03-22T00:00:00","GLI",-0.0007263878983732,-0.004016064107418,267687,0.802659670164918
"25","RGB0025",11,2018,"2018-03-22T00:00:00","GLI",-0.0046100233440689,-0.0081300809979438,267687,0.802659670164918
"26","RGB0026",299,2018,"2018-03-22T00:00:00","GLI",-0.0057044623974815,-0.008403361774981,267687,0.802659670164918
"27","RGB0027",227,2018,"2018-03-22T00:00:00","GLI",-0.0116493890458844,-0.0127659570425748,267687,0.802659670164918
"28","RGB0028",12,2018,"2018-03-22T00:00:00","GLI",-0.0076646114579805,-0.009345794096589,267687,0.802659670164918
"29","RGB0029",338,2018,"2018-03-22T00:00:00","GLI",-0.0168034106795121,-0.0171428564935922,267687,0.802659670164918
"30","RGB0030",273,2018,"2018-03-22T00:00:00","GLI",0.003768886179175,-2.08166817117217e-17,267687,0.802659670164918
"31","RGB0031",122,2018,"2018-03-22T00:00:00","GLI",-0.0074914181903087,-0.0088495574891567,267687,0.802659670164918
"32","RGB0032",5,2018,"2018-03-22T00:00:00","GLI",-0.0033404740472333,-0.0068027209490537,267687,0.802659670164918
"33","RGB0033",239,2018,"2018-03-22T00:00:00","GLI",-0.0101403692993527,-0.0119521915912628,267687,0.802659670164918
"34","RGB0034",387,2018,"2018-03-22T00:00:00","GLI",-0.0090752643113803,-0.0104529615491628,267687,0.802659670164918
"35","RGB0035",319,2018,"2018-03-22T00:00:00","GLI",-0.0094159484085323,-0.0114068444818258,267687,0.802659670164918
"36","RGB0036",170,2018,"2018-03-22T00:00:00","GLI",0.00047394174509,-0.0028011205140501,267687,0.802659670164918
"37","RGB0037",93,2018,"2018-03-22T00:00:00","GLI",-0.0002640760447738,-0.0038314175326377,267687,0.802659670164918
"38","RGB0038",103,2018,"2018-03-22T00:00:00","GLI",-0.005464080795945,-0.0081300809979438,267687,0.802659670164918
"39","RGB0039",424,2018,"2018-03-22T00:00:00","GLI",-0.0020194882138568,-0.0044444445520639,267687,0.802659670164918
"40","RGB0040",269,2018,"2018-03-22T00:00:00","GLI",-0.0020305484018549,-0.0043668122962117,267687,0.802659670164918
"41","RGB0041",48,2018,"2018-03-22T00:00:00","GLI",-0.0082100420845253,-0.0097087379544973,267687,0.802659670164918
"42","RGB0042",225,2018,"2018-03-22T00:00:00","GLI",0.0032870422988254,-2.08166817117217e-17,267687,0.802659670164918
"43","RGB0043",202,2018,"2018-03-22T00:00:00","GLI",-0.0112115868046163,-0.0125523013994097,267687,0.802659670164918
"44","RGB0044",194,2018,"2018-03-22T00:00:00","GLI",0.0048170694553744,-2.08166817117217e-17,267687,0.802659670164918
"45","RGB0045",39,2018,"2018-03-22T00:00:00","GLI",0.0046128563277389,-2.08166817117217e-17,267687,0.802659670164918
