"","plot.UID","genotype.id","year_site.harvest_year","date","index_name","mean_value","median_value","plot_size_px","plot_size_ratio"
"1","RGB0001",43,2018,"2018-03-22T00:00:00","HSV_H",0.362350144121744,0.355805243445693,267687,0.802659670164918
"2","RGB0002",57,2018,"2018-03-22T00:00:00","HSV_H",0.357211096129716,0.352159468438538,267687,0.802659670164918
"3","RGB0003",152,2018,"2018-03-22T00:00:00","HSV_H",0.358418681102265,0.353312302839117,267687,0.802659670164918
"4","RGB0004",353,2018,"2018-03-22T00:00:00","HSV_H",0.359542973413993,0.354354354354354,267687,0.802659670164918
"5","RGB0005",296,2018,"2018-03-22T00:00:00","HSV_H",0.361479576724179,0.356363636363636,267687,0.802659670164918
"6","RGB0006",233,2018,"2018-03-22T00:00:00","HSV_H",0.360499668974767,0.355140186915888,267687,0.802659670164918
"7","RGB0007",240,2018,"2018-03-22T00:00:00","HSV_H",0.361696389009068,0.356617647058823,267687,0.802659670164918
"8","RGB0008",335,2018,"2018-03-22T00:00:00","HSV_H",0.36069971582585,0.355555555555556,267687,0.802659670164918
"9","RGB0009",424,2018,"2018-03-22T00:00:00","HSV_H",0.358866325829294,0.353790613718411,267687,0.802659670164918
"10","RGB0010",331,2018,"2018-03-22T00:00:00","HSV_H",0.357911026976726,0.352941176470588,267687,0.802659670164918
"11","RGB0011",200,2018,"2018-03-22T00:00:00","HSV_H",0.358779363158292,0.353790613718411,267687,0.802659670164918
"12","RGB0012",352,2018,"2018-03-22T00:00:00","HSV_H",0.357961874164392,0.353135313531353,267687,0.802659670164918
"13","RGB0013",68,2018,"2018-03-22T00:00:00","HSV_H",0.360213126226465,0.355263157894737,267687,0.802659670164918
"14","RGB0014",153,2018,"2018-03-22T00:00:00","HSV_H",0.358531770164718,0.353503184713376,267687,0.802659670164918
"15","RGB0015",1,2018,"2018-03-22T00:00:00","HSV_H",0.359564890466985,0.354632587859425,267687,0.802659670164918
"16","RGB0016",363,2018,"2018-03-22T00:00:00","HSV_H",0.358903209680443,0.354304635761589,267687,0.802659670164918
"17","RGB0017",185,2018,"2018-03-22T00:00:00","HSV_H",0.357803157762457,0.352941176470588,267687,0.802659670164918
"18","RGB0018",276,2018,"2018-03-22T00:00:00","HSV_H",0.365168495907124,0.360128617363344,267687,0.802659670164918
"19","RGB0019",159,2018,"2018-03-22T00:00:00","HSV_H",0.36647145644921,0.360824742268041,267687,0.802659670164918
"20","RGB0020",29,2018,"2018-03-22T00:00:00","HSV_H",0.361619642820192,0.356666666666667,267687,0.802659670164918
